incident_unique_id	cause	lat	long	lat_c	long_c	confidence	syear
MN-MNS-121057|2005|1	Human	49.575	-98.5725	48.954054	-95.622087	M	2005
MO-MOS-000015|2005|1	Human	52	-92.810556	37.879042	-92.810556	H	2005
OK-CHA-005055|2005|1	Human	34.721944	-0.39	35.551308	-96.442505	M	2005
TX-PAP-0000|2005|1	Human	25	-97	26.000468	-97.208727	L	2005
TX-RGR-BL1V|2005|1	Human	26.403056	-99.028889	26.487951	-99.026134	M	2005
AL-ALS-061215|2006|1	Human	0	0			L	2006
CA-LMU-3707|2006|1	Human	0	0			NF	2006
KS-KSX-00093|2006|1	Human	0	0	38.919775	-95.876488	L	2006
KY-KYS-2013|2006|1	Human	0	0	37.248008	-83.254102	L	2006
KY-KYS-2014|2006|1	Human	0	0	37.363857	-83.223704	L	2006
KY-KYS-2015|2006|1	Human	0	0	37.413519	-83.716217	L	2006
KY-KYS-2016|2006|1	Human	0	0	37.383737	-82.845873	L	2006
KY-KYS-2017|2006|1	Human	0	0	37.258637	-82.949386	L	2006
KY-KYS-2018|2006|1	Human	0	0	37.08447	-83.040205	L	2006
MS-MSS-00201|2006|1	Human	0	0	30.56374	-89.409933	L	2006
MS-MSS-00202|2006|1	Human	0	0	34.31176	-90.031699	L	2006
MS-MSS-00203|2006|1	Human	0	0	30.413678	-89.517449	L	2006
MS-MSS-00204|2006|1	Human	0	0			NF	2006
MS-MSS-00205|2006|1	Human	0	0			NF	2006
MS-MSS-00206|2006|1	Human	0	0			NF	2006
MS-MSS-00207|2006|1	Human	0	0			NF	2006
MS-MSS-00208|2006|1	Human	0	0			NF	2006
MS-MSS-00208A|2006|1	Human	0	0			NF	2006
MS-MSS-00210|2006|1	Human	0	0			NF	2006
MS-MSS-00211|2006|1	Human	0	0			NF	2006
MS-MSS-00213|2006|1	Human	0	0			NF	2006
MS-MSS-00216|2006|1	Human	0	0			NF	2006
MS-MSS-00217|2006|1	Human	0	0			NF	2006
MS-MSS-00218|2006|1	Human	0	0			NF	2006
MS-MSS-00224|2006|1	Human	0	0			NF	2006
MS-MSS-00225|2006|1	Human	0	0			NF	2006
MS-MSS-00226|2006|1	Human	0	0			NF	2006
MS-MSS-00227|2006|1	Human	0	0			NF	2006
MS-MSS-00229|2006|1	Human	0	0			NF	2006
MS-MSS-00230|2006|1	Human	0	0			NF	2006
MS-MSS-00231|2006|1	Human	0	0			NF	2006
MS-MSS-00232|2006|1	Human	0	0			NF	2006
MS-MSS-00233|2006|1	Human	0	0			NF	2006
MS-MSS-00236|2006|1	Human	0	0			NF	2006
MS-MSS-00237|2006|1	Human	0	0			NF	2006
MS-MSS-00243|2006|1	Human	0	0			NF	2006
MS-MSS-00244|2006|1	Human	0	0			NF	2006
MS-MSS-00245|2006|1	Human	0	0			NF	2006
MS-MSS-00246|2006|1	Human	0	0			NF	2006
MS-MSS-00247|2006|1	Human	0	0			NF	2006
MS-MSS-00248|2006|1	Human	0	0			NF	2006
MS-MSS-00249|2006|1	Human	0	0			NF	2006
MS-MSS-00250|2006|1	Human	0	0			NF	2006
MS-MSS-00251|2006|1	Human	0	0			NF	2006
MS-MSS-00252|2006|1	Human	0	0			NF	2006
MS-MSS-00253|2006|1	Human	0	0			NF	2006
MS-MSS-00253A|2006|1	Human	0	0			NF	2006
MS-MSS-00260|2006|1	Human	0	0	30.584713	-89.349301	M	2006
MS-MSS-00261|2006|1	Human	0	0	34.704968	-89.357764	L	2006
MS-MSS-00262|2006|1	Human	0	0	34.751109	-89.448314	L	2006
MS-MSS-00263|2006|1	Human	0	0	34.180846	-89.053978	L	2006
MS-MSS-00264|2006|1	Human	0	0	34.774434	-89.344643	M	2006
MS-MSS-00266|2006|1	Human	0	0	30.706753	-89.310801	L	2006
MS-MSS-00271|2006|1	Human	0	0	34.978878	-89.176087	L	2006
MS-MSS-00272|2006|1	Human	90.101389	-90.101389	34.188959	-90.101389	M	2006
MS-MSS-00362|2006|1	Human	0	0	30.41359	-89.521723	M	2006
MS-MSS-00363|2006|1	Human	0	0	30.641337	-89.64246	H	2006
MS-MSS-0058|2006|1	Human	0	0	30.740456	-89.334087	H	2006
MS-MSS-0060|2006|1	Human	0	0	34.809917	-88.139135	L	2006
MS-MSS-0061|2006|1	Human	0	0	34.155109	-88.394124	L	2006
MS-MSS-0062|2006|1	Human	0	0	33.422653	-88.427339	M	2006
MS-MSS-0063|2006|1	Human	0	0	34.30668	-89.143046	L	2006
MS-MSS-0064|2006|1	Human	0	0	34.693091	-89.120319	H	2006
MS-MSS-0065|2006|1	Human	0	0	34.505806	-88.475163	H	2006
MS-MSS-0066|2006|1	Human	0	0	34.637455	-88.302174	L	2006
MS-MSS-0067|2006|1	Human	0	0	31.23706	-89.836137	L	2006
MS-MSS-0070|2006|1	Human	0	0	31.660228	-90.343805	L	2006
MS-MSS-0071|2006|1	Human	0	0	33.398271	-91.07444	L	2006
MS-MSS-0072|2006|1	Human	0	0	33.86012	-89.933114	M	2006
MS-MSS-0073|2006|1	Human	0	0	33.002909	-89.380629	L	2006
MS-MSS-0077|2006|1	Human	0	0			NF	2006
MS-MSS-0078|2006|1	Human	0	0	31.115164	-88.594151	H	2006
MS-MSS-0079|2006|1	Human	0	0			NF	2006
MS-MSS-0081|2006|1	Human	0	0	31.398941	-90.606887	L	2006
NC-NCS-06069042|2006|1	Human	34.313333	-76.551667	35.313333	-76.551667	H	2006
OK-OKS-06-50002|2006|1	Human	0	0	35.425286	-97.107533	H	2006
OK-OKS-06-50004|2006|1	Human	0	0			NF	2006
OK-OKS-06-50006|2006|1	Human	0	0			NF	2006
OK-OKS-06-50008|2006|1	Human	0	0	35.989052	-97.013417	L	2006
OK-OKS-06-50009|2006|1	Human	0	0	36.654731	-95.181785	L	2006
OK-OKS-06-50010|2006|1	Human	0	0			NF	2006
OK-OKS-06-50012|2006|1	Human	0	0			NF	2006
OK-OKS-06-50013|2006|1	Human	0	0			NF	2006
OK-OKS-06-50014|2006|1	Human	0	0	35.449474	-96.774895	M	2006
OK-OKS-06-6052|2006|1	Human	34.685	-59.383333	34.685	-97.936785	M	2006
OK-OKS-30538|2006|1	Human	0	0	35.481804	-94.786983	L	2006
PA-PAS-16-005|2006|1	Human	0	0			NF	2006
SC-SCS-6WF0239|2006|1	Human	32	-80.783333	33.002694	-80.803684	H	2006
TX-RGR-CVM2|2006|1	Human	25.966667	-97.133056	26.038799	-97.159728	H	2006
UT-SWS-00143|2006|1	Human	3.226667	-113.217222	37.226667	-113.217222	H	2006
VA-VAS-0014|2006|1	Human	0	0			NF	2006
FL-EAQ-2007-7037|2007|1	Human	86.283333	-30.616667	30.616667	-86.283333	H	2007
FL-FLS-2007-02-0927|2007|1	Human	0	-99	30.300654	-85.53522	L	2007
IN-INS-000001|2007|1	Human	0	0	41.641559	-85.208073	L	2007
MN-MNS-253002|2007|1	Human	49.153417	-91.618917	47.153417	-91.618917	M	2007
MN-MNS-312-0040-07|2007|1	Human	0	0	45.902071	-95.149971	M	2007
NC-ECA-074070|2007|1	Human	45.5975	-83.281111	35.572948	-83.391251	M	2007
OR-PRD-0621|2007|1	Human	45.537222	-128.4625	45.534327	-120.824813	H	2007
TN-TNS-D5S004|2007|1	Human	0	0	35.046135	-88.056746	L	2007
WV-WVS-S2007500120|2007|1	Human	3.838611	-81.725278	38.38611	-81.725278	M	2007
FL-FLS-2008-05-0051|2008|1	Human	0	0			NF	2008
ND-NDS-08007|2008|1	Human	47.68	-90.132778	47.923533	-98.817669	L	2008
OK-OSA-008184|2008|1	Human	36.925556	-76.095833	36.925556	-96.095833	H	2008
TX-TXS-88075|2008|1	Human	24.183056	-101.665	34.183056	-101.665	H	2008
VA-VAS-08060422|2008|1	Human	82.002778	-37.453889	37.453889	-82.002778	H	2008
AZ-A1S-090936|2009|1	Human	11.463889	-32.965361	32.965361	-114.63889	M	2009
FL-FNF-009026|2009|1	Human	84.996944	-29.966944	29.9669444	-84.996944	H	2009
FL-FNF-009028|2009|1	Human	84.996944	-29.966944	29.966944	-84.996944	H	2009
MI-MIS-000001|2009|1	Human	45.252083	-85.503056	43.252083	-85.503056	M	2009
OK-NEU-30633|2009|1	Human	35.749722	-75.008333	35.786596	-94.98595	L	2009
SC-FMF-090588|2009|1	Human	33.314167	-33.899444	35.099627	-81.760241	L	2009
VA-VAS-09050056|2009|1	Human	80.206667	-80.206667			NF	2009
CA-MVU-7711|2010|1	Human	32.584722	-116.251389	32.643937	-116.784155	L	2010
GA-GAS-100003|2010|1	Human	34.083333	-71.794444	30.713268	-84.744428	L	2010
CA-CDD-7680|2011|1	Human	35.971944	-155.966389	35.971944	-115.966389	H	2011
CA-HUU-0003190|2011|1	Human	40.210556	-124.699722	40.164534	-124.16149	H	2011
FL-FLS-2011-14-0189|2011|1	Human	17.771667	-81.318056	27.771667	-81.318056	H	2011
AZ-CNF-000263|2012|1	Human	31.333056	-110.416389	31.335028	-110.416424	M	2012
MO-MOS-000022|2012|1	Human	37.532222	-56.367222	37.537975	-92.538027	M	2012
MT-FBA-00087|2012|1	Human	49.323056	-108.649722	48.406536	-108.684374	M	2012
PR-CBR-000006|2012|1	Human	17.965556	-67.2025	17.965556	-67.2025	M	2012
PR-CBR-HUK4|2013|1	Human	17.967778	-67.203611	17.967778	-67.203611	M	2013
ca-cdf-009|2001|1	Lightning	0	0			NF	2001
UT-NWS-155|2001|1	Lightning	0	0	40.550465	-112.461715	L	2001
AZ-AZS-02-0217|2002|1	Lightning	0	0	34.242025	-109.387314	L	2002
CA-LMU-002046|2002|1	Lightning	0	0	40.803631	-120.841657	L	2002
CA-LMU-002213|2002|1	Lightning	0	0			NF	2002
CO-RGF-0385|2002|1	Lightning	0	0			NF	2002
ID-SCF|2002|1	Lightning	24.503611	-115.185278	44.503611	-115.185278	H	2002
LA-SBR-02013|2002|1	Lightning	29.083333	-93.500278	32.9083333	-93.500278	L	2002
PA-PAS-001|2002|1	Lightning	47.666667	-75.533333	40.666667	-75.533333	M	2002
2003-01|2003|1	Lightning	0	0			NF	2003
AZ-ASF-081|2003|1	Lightning	0	0	33.110136	-109.222164	L	2003
AZ-KNF-042|2003|1	Lightning	0	0	36.687633	-112.204728	M	2003
CA-LMU-002111|2003|1	Lightning	0	0			NF	2003
CA-LMU-2417|2003|1	Lightning	0	0			NF	2003
CA-SCU-003035|2003|1	Lightning	0	0	37.538086	-121.567445	L	2003
CA-SKU-003072|2003|1	Lightning	0	0			NF	2003
CA-SKU-003866|2003|1	Lightning	0	0			NF	2003
CA-SKU-003885|2003|1	Lightning	0	0	41.69076	-122.737092	M	2003
CA-SKU-003890|2003|1	Lightning	0	0	42.000351	-122.161608	M	2003
CA-SKU-003991|2003|1	Lightning	0	0			NF	2003
CA-TGU-004575|2003|1	Lightning	0	0			NF	2003
CA-TGU-04446|2003|1	Lightning	0	0			NF	2003
ID-CWF-000062|2003|1	Lightning	46.603889	-145.196111	46.58775	-114.763944	H	2003
ND-NDS-006|2003|1	Lightning	0	0	46.891622	-101.41091	L	2003
OR-711-000131-04|2003|1	Lightning	0	0			NF	2003
OR-UPF-0000034|2003|1	Lightning	85.357222	-122.1875	43.265481	-122.417468	L	2003
TX-MCR-21525|2003|1	Lightning	29.583333	-94.2	29.729865	-94.067425	M	2003
TX-MCR-B228|2003|1	Lightning	24.683333	-90.066667	29.720619	-93.952463	M	2003
WA-NCP-146|2003|1	Lightning	48.766667	-131.05	48.766667	-121.05	M	2003
CA-LMU-001954|2004|1	Lightning	0	0			NF	2004
CA-SKU-002538|2004|1	Lightning	0	0			NF	2004
ID-SCF-4199|2004|1	Lightning	0	0	44.451366	-114.938648	L	2004
ID-SCF-4278|2004|1	Lightning	0	0	44.408598	-115.112006	L	2004
ID-SCF-4334|2004|1	Lightning	0	0	44.504804	-113.527483	M	2004
ND-NDS-007|2004|1	Lightning	49.93	-102.13	46.930687	-102.13	H	2004
WY-BTF-010|2004|1	Lightning	0	0	43.392611	-110.692313	L	2004
AZ-TCA-019BV42|2005|1	Lightning	0	0	35.697863	-113.584284	M	2005
CA-SKU-002088|2005|1	Lightning	0	0			NF	2005
CA-SKU-003390|2005|1	Lightning	0	0			NF	2005
ID-NPF-000021|2005|1	Lightning	16.272778	-115.027778	46.272778	-115.027778	H	2005
OR-VAD-000231|2005|1	Lightning	0	0			NF	2005
TX-TXF-01039|2005|1	Lightning	21.207222	-94.216389	31.207222	-94.216389	H	2005
UT-DIF-000063|2005|1	Lightning	0	0	37.488448	-112.418765	L	2005
1224|2006|1	Lightning	0	0			NF	2006
CA-BDU-007707|2006|1	Lightning	0	0	34.094252	-116.370095	L	2006
CA-LPF-1475|2006|1	Lightning	0	0	34.812561	-119.146035	L	2006
CA-PNF-000329|2006|1	Lightning	0	0	40.044645	-120.886376	L	2006
CA-SKU-002865|2006|1	Lightning	0	0			NF	2006
CA-SKU-003421|2006|1	Lightning	0	0			NF	2006
CA-SKU-003799|2006|1	Lightning	0	0			NF	2006
FL-FLS-2006-15-0497|2006|1	Lightning	0	0			NF	2006
ID-CWF-200607|2006|1	Lightning	0	0	46.528785	-114.690506	H	2006
ID-PAF-006126|2006|1	Lightning	15.700278	-45.166389	45.166389	-115.700278	H	2006
KS-KSX-000695|2006|1	Lightning	0	0	36.051524	-117.322893	M	2006
MT-BRF-5083|2006|1	Lightning	0	0	45.756912	-114.378756	L	2006
MT-BRF-5085|2006|1	Lightning	0	0	45.756912	-114.378756	L	2006
MT-BRF-5134|2006|1	Lightning	0	0	45.65074	-114.438806	M	2006
MT-BRF-5162|2006|1	Lightning	0	0	45.805365	-114.338644	L	2006
NV-NTE-00042|2006|1	Lightning	0	0			M	2006
AL-BOR-07001|2007|1	Lightning	30.2425	-87.913056	30.2425	-87.913056	H	2007
FL-FLS-2007-17-0359|2007|1	Lightning	26.304444	-26.303889	26.304444	-81.70065	H	2007
ID-CWF-0058|2007|1	Lightning	46.258889	-144.746389	46.258889	-114.746389	H	2007
CA-BTU-007587|2008|1	Lightning	0	0			M	2008
NC-NCF-1000078|2010|1	Lightning	34.768333	-76.150278	35.768333	-77.150278	M	2010
LA-BSR-012001|2012|1	Lightning	30.046944	-89.751389	30.046944	-89.751389	H	2012
ID-NPF-000347|2013|1	Lightning	46.330556	-144.991944	46.146439	-116.319231	H	2013
CA-BDC-21652|2001|1	Unk	0	0				2001
CA-CZU-004850|2001|1	Unk	0	0	37.053678	-122.014792	M	2001
CA-CZU-6367|2001|1	Unk	0	0	37.066492	-122.031713	L	2001
CA-CZU-6430|2001|1	Unk	0	0				2001
CA-LAC-170524|2001|1	Unk	0	0				2.00E+03
CA-MEU-05277|2001|1	Unk	0	0				2001
CA-MEU-6258|2001|1	Unk	0	0				2001
CA-MVU-6607|2001|1	Unk	32.151111	-116.883333	32.811533	-116.883333	H	2001
CA-NEU 19733|2001|1	Unk	0	0				2001
CA-ORC-44311|2001|1	Unk	33.345833	-117.608333	33.345833	-117.508333	M	2001
CA-RRU-067256|2001|1	Unk	0	0				2001
CA-RRU-57787|2001|1	Unk	0	0				2001
CA-SCU-03376|2001|1	Unk	0	0				2001
CA-SCU-3482|2001|1	Unk	0	0				2001
CA-SCU-4423|2001|1	Unk	0	0				2001
CA-SCU-4429|2001|1	Unk	0	0				2001
CA-SLU-3367|2001|1	Unk	0	0				2001
CA-TCU-005378|2001|1	Unk	38.1	0				2001
BTU 13309|2002|1	Unk	0	0				2002
CA-BDC-14267|2002|1	Unk	0	0				2002
CA-LNU-4575|2002|1	Unk	0	0				2002
CA-MMU-011097|2002|1	Unk	3.086111	-121.108056	37.086111	-121.108056	H	2002
CA-MVU-001494|2002|1	Unk	32.116944	-116.685833	32.613173	-116.685833	M	2002
CA-MVU-01316|2002|1	Unk	0	0				2002
CA-RRU-020299|2002|1	Unk	0	0				2002
CA-RRU-55729|2002|1	Unk	0	0				2002
CA-RRU-55745|2002|1	Unk	0	0				2002
CA-RRU-55755|2002|1	Unk	0	0				2002
CA-SCU-0003241|2002|1	Unk	0	0				2002
CA-SCU-003508|2002|1	Unk	0	0				2002
CA-SND-2011003|2002|1	Unk	0	0				2002
CA-SQF-1423|2002|1	Unk	0	0				2002
CA-TUU-0005598|2002|1	Unk	0	0				2002
CA-VNC-0204822|2002|1	Unk	0	0				2002
FL-FLS-D18-96|2002|1	Unk	0	0				2002
FL-FLS-MISC1|2002|1	Unk	0	0				2002
AL-ALS-2003-03|2003|1	Unk	0	0			L	2003
CA-BDC-3906|2003|1	Unk	0	0				2003
CA-BDU-4544|2003|1	Unk	0	0				2003
CA-KRN-35857|2003|1	Unk	0	0				2003
CA-LAC-03003839|2003|1	Unk	34.019167	-118.734722	34.062576	-118.745144	M	2003
CA-LAC-0300429|2003|1	Unk	3.035	-118.835833	34.035	-118.835833	H	2003
CA-MMU-008057|2003|1	Unk	0	0				2003
CA-MMU-9021|2003|1	Unk	13.133333	-13				2003
CA-MVU-00000|2003|1	Unk	0	0				2003
CA-MVU-5902|2003|1	Unk	0	0				2003
CA-RRU-051300|2003|1	Unk	0	0				2003
CA-RRU-75444|2003|1	Unk	0	0				2003
CA-SBC-5761|2003|1	Unk	0	0				2003
CA-SCU-001791|2003|1	Unk	0	0				2003
CA-SCU-002057|2003|1	Unk	37.076667	-122.703333	37.077241	-121.701326	H	2003
CA-SCU-2264|2003|1	Unk	0	0				2003
CA-TCU-6616|2003|1	Unk	0	0				2003
MI-HIF-003|2003|1	Unk	0	0				2003
OH-WAF-01|2003|1	Unk	0	0				2003
OR-UPF-000016|2003|1	Unk	0	0				2003
SD-PRA-258|2003|1	Unk	0	0				2003
WA-SES-257|2003|1	Unk	49.533056	-120.998889	46.533056	-120.998889	L	2003
WA-WFS-0004|2003|1	Unk	0	0				2003
WY-BTF-005|2003|1	Unk	0	0				2003
04-ALS-001|2004|1	Unk	0	0			L	2004
CA-MVU-7603|2004|1	Unk	32.583889	-116.518333	32.594279	-116.655418	M	2004
CA-RRU-35190|2004|1	Unk	33.466667	-147.067778	33.466667	-117.067778	H	2004
CA-SCU-003485|2004|1	Unk	0	0				2004
CA-SCU-3081|2004|1	Unk	0	0				2004
CA-SMG-40807|2004|1	Unk	0	0				2004
CA-TUU-006924|2004|1	Unk	0	0				2004
AL-ALS-05YTD919|2005|1	Unk	0	0			L	2005
CA-BDU-010450|2005|1	Unk	0	0				2005
CA-LNU-004149|2005|1	Unk	0	0				2005
CA-MCP-05-1345|2005|1	Unk	32.433333	-117.55	32.701284	-117.076187	H	2005
CA-MRN-1810|2005|1	Unk	37.995556	-122.926389	37.995556	-122.626389	L	2005
CA-MSM-000001|2005|1	Unk	0	0				2005
CA-MVU-005758|2005|1	Unk	33.170833	-117.51	32.702575	-116.901448	H	2005
CA-MVU-008488|2005|1	Unk	32.568611	-116.618611	32.602868	-116.667923	L	2005
CA-RRU-33134|2005|1	Unk	0	0				2005
CA-RRU-47513|2005|1	Unk	0	0				2005
CA-SLU-006983|2005|1	Unk	35.604167	-129.543056	35.524343	-120.526055	M	2005
MD-MDS-05-4015|2005|1	Unk	0	0				2005
MD-MDS-05-4016|2005|1	Unk	0	0				2005
MD-MDS-05-4017|2005|1	Unk	0	0				2005
MD-MDS-05-4018|2005|1	Unk	0	0				2005
MD-MDS-05-4019|2005|1	Unk	0	0				2005
MI-MIS-004|2005|1	Unk	0	0				2005
MI-MIS-005|2005|1	Unk	0	0				2005
MI-MIS-006|2005|1	Unk	0	0				2005
MI-MIS-007|2005|1	Unk	0	0				2005
MI-MIS-008|2005|1	Unk	0	0				2005
MI-MIS-009|2005|1	Unk	0	0				2005
MI-MIS-010|2005|1	Unk	0	0				2005
MI-MIS-011|2005|1	Unk	0	0				2005
MI-MIS-012|2005|1	Unk	0	0				2005
MI-MIS-013|2005|1	Unk	0	0				2005
MI-MIS-014|2005|1	Unk	0	0				2005
MI-MIS-015|2005|1	Unk	0	0				2005
MI-MIS-016|2005|1	Unk	0	0				2005
MI-MIS-017|2005|1	Unk	0	0				2005
MI-MIS-018|2005|1	Unk	0	0				2005
MI-MIS-019|2005|1	Unk	0	0				2005
MI-MIS-020|2005|1	Unk	0	0				2005
MI-MIS-021|2005|1	Unk	0	0				2005
MI-MIS-022|2005|1	Unk	0	0				2005
MS-GBR-00H|2005|1	Unk	0	0				2005
TX-TXS-006008|2005|1	Unk	0	0				2005
AR-BUP-000601|2006|1	Unk	0	0			L	2005
CA-BDC-48105|2006|1	Unk	0	0				2006
CA-BDU-006942|2006|1	Unk	0	0				2006
CA-CZU-7213|2006|1	Unk	0	0				2006
CA-LPF-1140|2006|1	Unk	36.065833	-124.308333	35.82055	-121.36706	L	2006
CA-MVU-5394|2006|1	Unk	30.866667	-115.316667				2006
CA-SKU-003583|2006|1	Unk	0	0				2006
CA-SND-FS06060435|2006|1	Unk	0	0				2006
MN-MNS-31420430|2006|1	Unk	0	0				2006
OK-OKS-06-50001|2006|1	Unk	0	0				2006
OK-OKS-06-50003|2006|1	Unk	0	0				2006
OK-OKS-06-50005|2006|1	Unk	0	0				2006
OK-OKS-06-50007|2006|1	Unk	0	0				2006
OK-OKS-06-60005|2006|1	Unk	0	0				2006
OK-OKS-06-6039|2006|1	Unk	0	0				2006
OK-OKS-06-6086|2006|1	Unk	0	0				2006
PA-PAS-19-024|2006|1	Unk	0	0				2006
TX-TXS-006008|2006|1	Unk	0	0				2005
