incident_unique_id,eyear,state,incidentnum,incidentname,emonth,eday,edoy,syear,smonth,sday,sdoy,area_km2,costs,fatalities,home.destroyed,home.threat,max.pers,max.aerial,tot.pers,tot.aerial,max.agency.support,cause,confidence,geometry
AK-TAD-000348|2013|1,2013,,AK-TAD-000348,Siruk Creek,7,27,208,2013,6,21,172,82.40621018,1500,0,0,0,0,0,0,0,0,Lightning,H,"c(-153.650278, 66.745833)"
AK-TAD-000350|2013|1,2013,,AK-TAD-000350,Bear Creek,8,28,240,2013,6,21,172,17.6847782,6e3,0,0,0,0,0,0,0,0,Lightning,H,"c(-151.151111, 63.7425)"
AK-TAD-000359|2013|1,2013,,AK-TAD-000359,Moving River,9,30,246,2013,6,22,173,143.28717202,763e3,0,0,0,4,0,12,0,2,Lightning,H,"c(-151.367778, 63.908167)"
AK-TAD-000360|2013|1,2013,,AK-TAD-000360,Beaver Log Lakes,8,30,240,2013,6,22,173,261.01842314,1847258,0,0,30,146,0,1859,0,4,Lightning,H,"c(-152.2025, 64.026389)"
AK-TAD-000376|2013|1,2013,,AK-TAD-000376,Dead Fish Lake,8,30,240,2013,6,24,175,24.71417402,3500,0,0,1,0,0,0,0,0,Lightning,H,"c(-151.5875, 64.097778)"
AK-TAD-000394|2013|1,2013,,AK-TAD-000394,Sandless Lake,9,28,246,2013,6,25,176,252.19222148,1e4,0,0,0,0,0,0,0,0,Lightning,H,"c(-150.632222, 63.988889)"
AK-TAD-000429|2013|1,2013,,AK-TAD-000429,Toklat River East,8,28,240,2013,6,26,177,134.67545393999998,125769,0,0,0,4,0,4,0,1,Lightning,H,"c(-150.149722, 63.699167)"
AK-TAD-000430|2013|1,2013,,AK-TAD-000430,Wigand Creek,7,26,207,2013,6,26,177,4.81981026,2e3,0,0,0,0,0,0,0,0,Lightning,H,"c(-150.183333, 63.831111)"
AK-TAD-000454|2013|1,2013,,AK-TAD-000454,Titna,7,27,208,2013,6,27,178,19.96720724,2500,0,0,0,0,0,0,0,0,Lightning,H,"c(-153.036389, 64.302778)"
AK-TAD-000466|2013|1,2013,,AK-TAD-000466,McKinley River East,10,28,294,2013,6,28,179,17.974533376000004,3e3,0,0,0,0,0,0,0,0,Lightning,H,"c(-151.351667, 63.567222)"
AK-TAD-000518|2013|1,2013,,AK-TAD-000518,Castle Rock,9,28,246,2013,7,6,187,49.877549499999994,5e3,0,0,0,0,0,0,0,0,Lightning,H,"c(-152.100833, 63.476667)"
AK-TAD-000538|2013|1,2013,,AK-TAD-000538,West Fork,8,28,240,2013,7,13,194,9.307777999999999,72034,0,0,0,8,0,16,0,1,Lightning,H,"c(-154.138333, 65.435278)"
AK-TAD-000654|2013|1,2013,,AK-TAD-000654,Chitanana,9,28,246,2013,8,3,215,12.444094499999999,5e3,0,0,0,0,0,0,0,0,Lightning,H,"c(-152.443611, 64.655556)"
AK-TAD-00377|2013|1,2013,,AK-TAD-00377,Little Mud,9,28,246,2013,6,24,175,122.81936819799999,50068,0,0,1,4,0,8,0,2,Lightning,H,"c(-154.169167, 64.616111)"
AK-TAS-313137|2013|1,2013,,AK-TAS-313137,Bitter Creek,6,31,162,2013,5,31,151,9.307777999999999,2e6,0,0,9,173,0,1904,0,6,Lightning,H,"c(-141.961389, 63.174722)"
AK-TAS-313145|2013|1,2013,,AK-TAS-313145,Chisana River,10,29,296,2013,5,31,151,190.20242,225e4,0,0,0,29,0,218,0,5,Lightning,H,"c(-141.413889, 63.510278)"
AK-TAS-313357|2013|1,2013,,AK-TAS-313357,Billy Creek,9,29,269,2013,6,22,173,54.15912738,1e4,0,0,0,0,0,0,0,0,Lightning,H,"c(-143.726667, 63.8525)"
AK-TAS-313401|2013|1,2013,,AK-TAS-313401,Moon Lake,9,31,269,2013,6,25,176,105.69184261999999,7125494,0,0,0,390,0,8844,0,10,Lightning,H,"c(-143.699444, 63.428333)"
AK-TAS-313414|2013|1,2013,,AK-TAS-313414,Tetlin Jct. Ridge,10,31,295,2013,6,25,176,103.19493,30938737,0,0,0,274,0,3482,0,9,Lightning,H,"c(-142.445, 63.285833)"
